Client_name,grade,emp_title,emp_length,home_ownership,annual_inc,addr_state
55318430,B,long term sub/teacher,10+ years,RENT,40000.0,SC
26238898,B,teacher,5 years,MORTGAGE,45000.0,VA
69842914,E,,,MORTGAGE,55000.0,NC
46051482,B,consultant,6 years,MORTGAGE,95000.0,MN
52375996,D,reservations manager,10+ years,RENT,50000.0,HI
36165007,C,,,OWN,38000.0,GA
73385615,B,driver,< 1 year,MORTGAGE,48000.0,AR
37016040,C,Assembly Operator,6 years,MORTGAGE,35000.0,IN
10347760,C,Dental Hygienist,4 years,MORTGAGE,75000.0,NJ
41165867,B,Manufacturing Engineer/CNC supervisor,2 years,MORTGAGE,85000.0,IL
33149114,B,Lmt,10+ years,RENT,40000.0,OR
12034461,D,Administrator,10+ years,MORTGAGE,70000.0,VA
10761412,C,Supervisor,10+ years,MORTGAGE,43000.0,WI
60214255,A,florist,10+ years,RENT,30000.0,CA
23011902,C,,,MORTGAGE,80000.0,TX
63119991,C,cook,10+ years,OWN,42000.0,NY
47377232,D,Driver ,10+ years,MORTGAGE,131000.0,CA
49921725,B,Asst Director Business Analysis,10+ years,MORTGAGE,137260.0,MD
70689173,E,Phone Tech,2 years,RENT,24000.0,FL
4233309,C,City of Alexandria,7 years,OWN,80000.0,VA
54585689,C,Business Services Administrator,10+ years,MORTGAGE,51000.0,CA
46942692,A,FINANCIAL MANAGER,10+ years,RENT,117000.0,OK
48482826,C,"Assistant Director, Materials management",1 year,MORTGAGE,48250.0,MS
67788462,C,Senior I T Manager,7 years,MORTGAGE,129800.0,GA
43946628,B,Senior Technician,< 1 year,MORTGAGE,75000.0,OH
11980174,B,sales associate,10+ years,MORTGAGE,70000.0,NV
65449302,C,Staff Accountant,3 years,MORTGAGE,60000.0,WA
7430053,C,Ambius,10+ years,MORTGAGE,65455.07,TX
68810365,B,Registered Nurse,8 years,MORTGAGE,45000.0,NY
776011,E,JPMorgan Chase,10+ years,MORTGAGE,72000.0,NY
24755755,C,plant manager,7 years,MORTGAGE,58000.0,FL
66544022,D,V.P. of Mass Market Sales,10+ years,RENT,50000.0,HI
33760256,C,ER3,10+ years,MORTGAGE,42700.0,AL
57926021,A,Human Resources Director,10+ years,RENT,128000.0,NV
42375577,C,maintenence coordinator,10+ years,MORTGAGE,53000.0,NC
8730436,C,Conoco,8 years,RENT,20000.0,WA
1841494,A,atrion networking,10+ years,MORTGAGE,160000.0,RI
11317086,C,Personal Banker,3 years,MORTGAGE,51500.0,AZ
20086745,C,Order Coordinator/Team Leader,3 years,RENT,31000.0,NY
40995178,E,Senior Project Manager,9 years,RENT,126000.0,CA
4379798,B,First Data Corporation,6 years,MORTGAGE,89000.0,VA
465472,B,BP America Production Company,10+ years,MORTGAGE,99473.0,MS
62513248,D,,,RENT,32000.0,UT
22692198,A,Assistant supervisor ,8 years,MORTGAGE,58000.0,CA
64647459,A,Operational Risk Manager,10+ years,MORTGAGE,95000.0,GA
58701509,G,Sale,9 years,OWN,39984.0,GA
7441070,B,Automatic Data Processing,10+ years,MORTGAGE,230000.0,GA
10760615,B,1st pressman,10+ years,MORTGAGE,80000.0,AR
55457575,D,General Manager,10+ years,MORTGAGE,40000.0,NM
53325028,E,Property Manager,7 years,RENT,50000.0,CA
69374558,D,Brand Marketing Manager,2 years,RENT,273000.0,CA
1489538,C,beeler paving & earthwork,10+ years,MORTGAGE,29000.0,CA
2386901,C,First Transit,2 years,RENT,88500.0,WA
672174,A,,,MORTGAGE,50000.0,OR
44315998,D,Property Management Technician,4 years,MORTGAGE,44000.0,TX
7667864,C,home services lending affiliate of Wells,6 years,RENT,55000.0,CA
61974440,C,Teacher,5 years,RENT,70714.0,NY
15210488,B,Software Engineer,1 year,MORTGAGE,95000.0,MD
49613862,A,Correctional deputy,8 years,MORTGAGE,110000.0,CA
10409048,B,Branch Operations Manager,9 years,MORTGAGE,90000.0,PA
63149345,D,Table Games Dealer,< 1 year,RENT,72000.0,CA
10147496,F,VP of Business Development,< 1 year,MORTGAGE,85000.0,CA
45871150,D,Sales,1 year,OWN,48000.0,CA
4235585,B,State of Alabama,6 years,MORTGAGE,76000.0,AL
42223549,A,Surface worker/coal mine,3 years,OWN,39000.0,KY
31097648,C,Operations Executive,5 years,MORTGAGE,118000.0,TX
2227267,A,,10+ years,MORTGAGE,72000.0,CA
36064685,B,owner,5 years,MORTGAGE,30000.0,FL
70357444,D,LPN,10+ years,OWN,45045.0,IN
7190571,E,Sunoco Logistics,3 years,MORTGAGE,87800.0,TX
859610,A,Employers Claim Management,1 year,MORTGAGE,25040.0,AL
7689685,B,Jewish Hospital,1 year,RENT,50000.0,KY
1294683,A,NIHFCU,6 years,RENT,42000.0,MD
1803657,A,Thomas Jefferson University Hospital,3 years,MORTGAGE,70000.0,NJ
47853944,A,HVAC Tech,2 years,RENT,77000.0,MA
13610640,B,dock foreman,6 years,RENT,52000.0,AK
22330643,D,Manager,3 years,MORTGAGE,180000.0,MN
42366065,D,HEAD STAFF ASSISTANT 28,9 years,MORTGAGE,57000.0,MA
51006030,E,Room Leader,4 years,RENT,34000.0,PA
2426697,D,"Kiewit Offshore Services, Ltd.",6 years,RENT,72800.0,TX
59700465,C,Sr. Human Resource Manager,1 year,MORTGAGE,67500.0,OH
14950044,C,Financial analyst,10+ years,MORTGAGE,85000.0,CA
47487516,D,Account Manager,3 years,RENT,140000.0,WA
65023219,B,RN,10+ years,MORTGAGE,82000.0,VA
43865501,B,dealer,3 years,OWN,74000.0,NM
17682809,B,"Transaction Trader, Real Time",10+ years,MORTGAGE,86000.0,OR
43445751,C,kitchen worker,5 years,MORTGAGE,55000.0,PA
5217228,A,PROGRESSIVE INSURANCE CO,10+ years,MORTGAGE,115000.0,GA
15900327,C,Sr. Manager Product Integrity,10+ years,OWN,87000.0,PA
11618637,B,labor,10+ years,MORTGAGE,40000.0,PA
7190556,E,Kaloko Dental LLC,2 years,RENT,20000.0,HI
1604450,B,Aviation Quality Group,2 years,RENT,27000.0,OH
42553795,B,Manager,4 years,MORTGAGE,170000.0,AZ
49224945,B,Biller,5 years,RENT,27000.0,CA
14627952,C,Network Analyst,7 years,MORTGAGE,96757.0,MD
12001023,C,Custodial Engineer,10+ years,MORTGAGE,67000.0,NY
14268775,A,RN,4 years,RENT,30000.0,OK
73109903,D,laser technician,2 years,RENT,32000.0,NY
16681582,C,Claim Representative,10+ years,MORTGAGE,70000.0,DE
736279,B,"Washington, DC Law Firm",2 years,RENT,55000.0,MD
62453825,C,Project Managment Assistant,3 years,RENT,72000.0,CA
14909110,A,truck driver,8 years,RENT,60000.0,MN
37306604,D,Associate Professor of Criminal Justice,9 years,MORTGAGE,52000.0,TX
68481459,C,Mechanical Engineer,4 years,MORTGAGE,73000.0,TX
41575998,D,supervisor,3 years,OWN,28800.0,TX
10789806,B,Boards and Commissions Coordinator,10+ years,MORTGAGE,46700.0,CO
3866304,C,UPS,10+ years,OWN,25000.0,MD
28770735,E,Lawn Care Technician,2 years,RENT,30000.0,NJ
71328436,B,Corp Manager - Finanial Systems,10+ years,MORTGAGE,106500.0,MO
49586723,C,press operator ,10+ years,MORTGAGE,60000.0,IN
61514856,A,Registered Nurse,4 years,MORTGAGE,60372.0,MN
19876906,A,Driver,6 years,MORTGAGE,80000.0,TX
2737329,D,PROGRESSIVE INSURANCE,7 years,MORTGAGE,53000.0,TX
31307302,C,Treasury Sales Analyst,10+ years,RENT,52146.0,MO
65135477,B,Geek Squad Dispatch Agent,7 years,RENT,49637.0,FL
59670013,C,Rural Mail Carrier,1 year,OWN,40000.0,KS
1648063,B,Trinity Insdustires,< 1 year,MORTGAGE,73000.0,TX
32879208,D,department manager,10+ years,MORTGAGE,70000.0,NJ
62564307,C,Teacher,8 years,RENT,68000.0,MD
54036420,B,Route Sales Rep,5 years,MORTGAGE,80000.0,NY
59146978,C,Pharmacy Tech,4 years,RENT,29986.0,CO
49302882,E,Truck driver,2 years,MORTGAGE,45000.0,IN
59469505,C,ASSISTANT MANAGER,10+ years,MORTGAGE,120700.0,CA
1727078,B,U.S. Air Force,7 years,RENT,60000.0,WY
70460076,A,Senior Consultant,< 1 year,OWN,96000.0,IL
43887087,A,nurse,2 years,MORTGAGE,60000.0,TX
61954639,B,Master Chief Electrician,10+ years,MORTGAGE,102000.0,VA
43328015,A,Principal Software Developer,5 years,MORTGAGE,125000.0,CA
70791679,C,quality control analyst,5 years,RENT,85000.0,CA
70620461,B,Relief driver,< 1 year,OWN,34000.0,PA
69614116,D,Rovings Attendant,10+ years,MORTGAGE,50000.0,OH
8409938,A,State Farm insurance,10+ years,MORTGAGE,105000.0,TN
61954535,A,Regional Director,3 years,RENT,60000.0,TX
18293417,A,System Specialist,8 years,RENT,40000.0,CO
3256853,B,TSA,6 years,RENT,44000.0,FL
465029,B,Sun State Builders,4 years,MORTGAGE,47000.0,AZ
53722842,F,Grants Manager,10+ years,RENT,64400.0,GA
59639153,B,Department Manager,1 year,MORTGAGE,52000.0,OH
46677960,C,Crew member,3 years,RENT,45000.0,CA
1331667,G,Columbia University,6 years,MORTGAGE,75000.0,NJ
2707046,B,Perinatal Associates,10+ years,RENT,42000.0,MD
24766848,B,FieldOps Specialist,7 years,MORTGAGE,70000.0,OH
59779791,C,Commercial Banking,8 years,OWN,120000.0,UT
67019307,B,Account Executive ,1 year,MORTGAGE,140000.0,TX
12429089,C,shipping team leader,10+ years,MORTGAGE,35000.0,KY
8730653,B,SDMSI,7 years,RENT,50000.0,CO
43336029,A,Helpdesk Analyst,8 years,OWN,52000.0,SC
33880766,D,"Director, Digial Creative",7 years,MORTGAGE,92000.0,WI
56207988,C,Program Assistant,10+ years,RENT,54651.0,CA
36997120,C,Marketing graphic designer,1 year,RENT,48500.0,IN
14918404,A,Flight Attendant,10+ years,RENT,65000.0,CA
33288925,E,GM,10+ years,RENT,70000.0,NV
34351314,A,police officer,10+ years,RENT,87000.0,IL
19595797,E,Business Banker,9 years,MORTGAGE,104000.0,CO
965507,B,los angeles county ,10+ years,RENT,54000.0,CA
59053548,B,Technician III,7 years,MORTGAGE,62500.0,CA
59488870,E,Picking lead,4 years,RENT,44000.0,CA
7691330,B,Vasso Waste Systems,,OWN,106600.0,NY
37167517,E,assembler,10+ years,MORTGAGE,68000.0,SC
36194919,B,,,OWN,32000.0,TN
14269532,A,Police Officer ,7 years,MORTGAGE,140000.0,AZ
68860442,B,Senior Analyst,1 year,RENT,110000.0,GA
1804036,B,RCN,10+ years,RENT,35000.0,PA
73192446,D,Certified Medical Assistant,4 years,MORTGAGE,37300.0,TX
66391954,C,Subcontract Administrator,< 1 year,RENT,95000.0,MD
49696143,B,Project engineer,1 year,RENT,105000.0,CA
70407136,C,NURSE,3 years,MORTGAGE,40000.0,TN
32267332,B,Regional Director of Operations,10+ years,RENT,119624.0,CA
9389762,A,Interviewer II,5 years,MORTGAGE,50000.0,WV
57355282,B,"Manager, Sales Operations",3 years,MORTGAGE,95000.0,NJ
63306285,C,Internal Wholesaler,10+ years,MORTGAGE,79000.0,CT
24614705,C,Dental Sterilization Technican,10+ years,MORTGAGE,47000.0,NC
42832514,B,Anaylst,< 1 year,MORTGAGE,57300.0,TX
66403511,C,,,OWN,62112.36,TX
53433019,C,Fleet Manager,7 years,OWN,53000.0,OR
46962698,C,Driver ,4 years,MORTGAGE,60000.0,MA
18645681,B,Network Engineer,6 years,MORTGAGE,65000.0,VA
70031448,A,Principal,10+ years,MORTGAGE,141000.0,NJ
70390466,B,,,RENT,26300.0,NY
66156139,A,Field Service Engineer,6 years,MORTGAGE,100000.0,OH
40050553,C,,,RENT,78000.0,GA
13359859,C,Engineer,6 years,MORTGAGE,96000.0,OH
2435167,C,Cieszynski Enterprises,3 years,RENT,45000.0,WI
772192,A,empire merchants,10+ years,MORTGAGE,97000.0,NY
564054,D,,10+ years,RENT,88115.0,CA
54746132,B,supply suport tech 2,10+ years,OWN,55000.0,NJ
19435272,B,collections,8 years,MORTGAGE,49000.0,PA
33880366,C,Deputy Attorney General,10+ years,RENT,120000.0,CA
64823835,C,Physician-Anesthesiologist,3 years,RENT,275000.0,VT
67666928,B,maintenance tech,6 years,MORTGAGE,38500.0,CA
33930553,A,Senior Field Engineer,10+ years,MORTGAGE,110000.0,VA
54665118,A,,,MORTGAGE,95000.0,CA
68401897,C,Mechanical Design Engineer,6 years,RENT,89000.0,MD
62014056,B,Utilities ,< 1 year,MORTGAGE,48000.0,LA
72278181,C,supervisor of grounds,10+ years,MORTGAGE,60000.0,NY
31497253,C,Sr. Business Application Developer,10+ years,OWN,53045.0,NY
72039264,B,Body and Paint tech,5 years,MORTGAGE,46706.0,MI
72867191,B,Mental Health Therapist,2 years,MORTGAGE,105000.0,VA
68458896,B,Quality Technician,7 years,MORTGAGE,60000.0,WI
13127085,E,clerk,10+ years,MORTGAGE,56000.0,FL
44206371,A,,,MORTGAGE,42000.0,NY
9877322,B,Manager,< 1 year,RENT,45000.0,NC
1740240,C,nassifs pharmacy,10+ years,MORTGAGE,40000.0,MA
43936191,A,owner,10+ years,MORTGAGE,60000.0,SC
43217596,C,Architect,10+ years,RENT,79000.0,CA
61496687,A,Systems Software Specialist,10+ years,RENT,82000.0,CA
45400921,B,ESPN - Sport Planner,< 1 year,RENT,60000.0,NY
62423218,C,dietry ,7 years,RENT,30000.0,CA
61535937,B,Medical Billing,9 years,RENT,45000.0,MI
64311975,B,Registered Nurse ,10+ years,MORTGAGE,160000.0,WA
49705572,D,lead generator,3 years,MORTGAGE,24000.0,OH
23583294,C,"Sr, Loan Processor",2 years,MORTGAGE,90000.0,AZ
43889229,C,Planner 2,5 years,RENT,53581.0,CA
37817650,B,Plumber,1 year,RENT,60000.0,CA
49972666,D,Wellhead Service Technician,2 years,RENT,125000.0,WV
7022440,B,msu ,10+ years,MORTGAGE,36000.0,MI
35113051,C,CST,10+ years,MORTGAGE,55000.0,NC
64667880,B,Police detective,10+ years,MORTGAGE,90000.0,TX
4379067,B,Pwc,2 years,RENT,108000.0,IL
46323325,C,,,RENT,27393.36,AZ
3627992,C,"VS Maritime, Inc.",9 years,RENT,31000.0,MD
56902337,C,correction officer,10+ years,RENT,35000.0,MO
6497344,D,Medical City Dallas Hospital,3 years,MORTGAGE,65000.0,TX
43143129,C,Maintenance Tech ,10+ years,RENT,75000.0,CA
45680021,B,Clinical Research Associate,7 years,MORTGAGE,70000.0,IN
1625281,A,Piedmont Airlines,4 years,RENT,25500.0,VA
45381417,C,substitute teacher,< 1 year,RENT,19000.0,OR
53642798,C,Corrections Sergeant,9 years,MORTGAGE,72392.0,MN
55358846,A,Sr msr,7 years,MORTGAGE,50000.0,VA
5427445,B,NYSDOT,10+ years,MORTGAGE,49007.0,NY
73336411,B,,,RENT,16488.0,CT
41321521,B,Eligibility Specialist,4 years,RENT,50000.0,NY
156526,B,Airborne Ministries,4 years,RENT,8700.0,AR
34140886,A,Driver,3 years,OWN,65000.0,VA
7636811,B,The Calhoun School,6 years,RENT,100000.0,NY
49514250,A,Employer Installation Specialist,4 years,MORTGAGE,46800.0,CA
49423743,A,,,MORTGAGE,18744.0,WA
43376145,C,Deputy,10+ years,MORTGAGE,36000.0,TN
32147731,C,Registered Nurse,< 1 year,MORTGAGE,70000.0,NY
12011099,B,Plant Operator,10+ years,MORTGAGE,60000.0,NY
8297110,A,Massachusetts Institute of Technology,1 year,RENT,55000.0,VA
46766657,D,Insurance Claims Analyst,10+ years,MORTGAGE,53000.0,LA
3408764,C,Arlington ISD,10+ years,MORTGAGE,58989.0,TX
30075000,B,Collections specialist,10+ years,RENT,120000.0,GA
45291781,D,Support Professional,< 1 year,RENT,12000.0,NC
71139018,A,secretary/customer service,10+ years,MORTGAGE,35000.0,SC
8187545,B,,,MORTGAGE,45600.0,CA
42282895,B,Regional Scientific Manager,2 years,MORTGAGE,106000.0,CO
69871774,B,dump operator/mechanic,8 years,RENT,65500.0,FL
24796725,C,Sportscaster,10+ years,MORTGAGE,115000.0,UT
66302991,C,rural carrier assoc,10+ years,RENT,76000.0,GA
43986928,C,Machinst,5 years,MORTGAGE,61000.0,TX
56933425,C,Engineer,10+ years,MORTGAGE,115000.0,MI
15460017,C,Station Cleaner,10+ years,RENT,90000.0,NY
7208694,C,"Tetra Tech, Inc.",1 year,MORTGAGE,135000.0,CO
9668414,C,Journeyman Plumber,10+ years,MORTGAGE,60000.0,LA
21258253,C,CEO,5 years,RENT,75000.0,CA
37898001,C,Warehouse supervisor,7 years,RENT,48000.0,NY
776044,B,Continental Airlines,10+ years,RENT,49000.0,UT
69891147,B,machine operator ,3 years,MORTGAGE,54000.0,TN
3418788,C,"Abrazo Health Care, Phoenix Baptist Hosp",< 1 year,RENT,60000.0,AZ
14958951,B,Director of Product,< 1 year,RENT,150000.0,CA
58852877,A,Sales,7 years,MORTGAGE,90000.0,FL
49882205,C,sr super4,5 years,RENT,52000.0,FL
13680035,B,Test writing,4 years,RENT,50000.0,NY
918260,B,massachusetts medical society,10+ years,MORTGAGE,36000.0,MA
41349408,D,Customer Support,< 1 year,MORTGAGE,59000.0,MN
43277532,C,customer service,8 years,RENT,50000.0,GA
61068272,B,VP,10+ years,OWN,252000.0,NY
8729987,C,Smith Fire Management,10+ years,MORTGAGE,58000.0,WA
770964,B,Merrell Apparel,10+ years,MORTGAGE,125000.0,OR
68359653,D,Accounts Receivable Representative,1 year,OWN,31000.0,MO
49526237,A,Associate Manager,2 years,MORTGAGE,83904.0,MI
51795370,D,Assistant Bakery Manager,< 1 year,RENT,34000.0,NH
43366481,A,Practice Leader,7 years,MORTGAGE,150000.0,OH
71825904,D,,,MORTGAGE,53952.0,CA
27218947,A,Business Analyst,3 years,MORTGAGE,52000.0,AZ
27779804,B,Regional Sales Manager,10+ years,MORTGAGE,160000.0,NC
10859921,B,Lab manager,10+ years,RENT,42000.0,KS
44457272,A,owner,10+ years,OWN,90000.0,CO
8339054,C,GL Noble Denton,5 years,OWN,76000.0,TX
23302983,B,PARTS MANAGER,5 years,MORTGAGE,50000.0,IL
64333088,A,Senior Solution Architect,7 years,MORTGAGE,93192.0,CT
48712075,A,Account Executive,2 years,MORTGAGE,107000.0,NH
59186357,B,Administrative Assistant,< 1 year,OWN,32500.0,SC
26156240,A,Dental Assistant,10+ years,MORTGAGE,40000.0,OH
45230777,C,cook,4 years,RENT,34000.0,CA
9118416,C,general manager,10+ years,MORTGAGE,55000.0,PA
38769725,C,Manager/Owner,8 years,MORTGAGE,142000.0,AZ
60154659,A,RN,2 years,MORTGAGE,72000.0,OH
686838,E,US ARMY,10+ years,RENT,68400.0,TX
11517839,B,Mental Health Therapist,7 years,MORTGAGE,57000.0,OR
43632536,B,floral designer,1 year,RENT,27000.0,IL
47571081,D,Office Manager,3 years,RENT,52000.0,MI
46537839,C,Billing Coordinator,10+ years,MORTGAGE,67000.0,GA
42422833,B,Software Developer,5 years,RENT,110000.0,CA
22351446,B,it provider,7 years,MORTGAGE,51000.0,PA
9046834,D,San Diego USD,10+ years,RENT,77222.0,CA
65511435,C,collecting agent,10+ years,RENT,68000.0,NY
58619178,B,saw tech,8 years,MORTGAGE,78000.0,OH
32588069,B,,,MORTGAGE,77000.0,MI
24746425,B,Trainer ,4 years,RENT,75000.0,DC
43445996,B,Legal Administrative Assistant,10+ years,MORTGAGE,76800.0,NJ
30044312,C,Electrician,8 years,RENT,85000.0,FL
37746960,C,hvacr tech,< 1 year,MORTGAGE,59000.0,PA
1582280,B,Orlando VA Medical Center,5 years,OWN,106358.0,FL
46984130,B,Project Manager,< 1 year,RENT,23000.0,NC
8728251,A,Applied Industrial Technologies,3 years,MORTGAGE,32000.0,IN
71319635,C,Teacher,10+ years,MORTGAGE,43000.0,VA
1958508,E,Quorum Review,1 year,RENT,43680.0,WA
53845309,E,Material Handler,4 years,OWN,34407.0,WI
733208,B,Walker & Moody Architects,5 years,RENT,60000.0,CA
69231988,A,Health Program Analyst II,10+ years,RENT,83100.0,CA
61606558,E,Sales Coordinator,< 1 year,RENT,43000.0,SC
41261439,B,secretary,2 years,RENT,36000.0,CA
64795803,C,Manager,10+ years,RENT,64593.0,NY
58820175,B,head cook,6 years,OWN,19000.0,CT
9296872,C,RN/Case Management,< 1 year,MORTGAGE,81000.0,LA
24173947,D,Registered Nurse,10+ years,MORTGAGE,70000.0,MI
55309699,B,Recruiter,4 years,RENT,39000.0,TN
1298795,E,San Francisco Public Library,10+ years,RENT,60000.0,CA
61864615,D,Lead Analyst,8 years,RENT,85000.0,NY
45127878,D,Stock Associate,< 1 year,RENT,30000.0,MA
62159514,D,Truck Driver,10+ years,RENT,72576.0,CA
612113,C,Mitchell International,3 years,RENT,102000.0,CA
16170288,B,Mdc operator,10+ years,RENT,66000.0,AR
23803658,C,Technical Project Manager,10+ years,RENT,135000.0,TX
28520375,A,Nurse practitioner,10+ years,MORTGAGE,180000.0,MI
47103053,A,Human Resources Manager,4 years,RENT,58916.0,NY
6977564,B,MedAssets,10+ years,MORTGAGE,90000.0,NY
71209044,A,Nail technician ,3 years,OWN,45000.0,MN
49861562,B,ACCOUNT MANAGER,5 years,MORTGAGE,68000.0,IL
42133984,B,nurse,3 years,MORTGAGE,60000.0,FL
7430596,C,Southcoast Hospitals Group,10+ years,MORTGAGE,70000.0,MA
22732405,E,Proposals Specialist,2 years,MORTGAGE,58600.0,UT
66502090,D,Nurse Manager,4 years,MORTGAGE,77600.0,MI
65509260,D,Universal banjer,4 years,MORTGAGE,38000.0,IL
7437711,A,Schwans Home Service,4 years,RENT,55000.0,PA
1840351,B,,,OWN,23000.0,AZ
66354011,B,HR ASSISTANT,2 years,RENT,37000.0,FL
9048836,D,Sears Holdings,5 years,MORTGAGE,91000.0,PA
41321180,A,Avionics Technician,< 1 year,MORTGAGE,72000.0,CA
71191835,B,RN ,10+ years,MORTGAGE,70000.0,NC
645555,B,Releana Corp,2 years,RENT,100000.0,CA
1391038,B,Nexus Management,10+ years,MORTGAGE,71137.0,VA
14970998,B,Billing Specialist,1 year,RENT,60000.0,NJ
28762112,C,Computer Technician,9 years,MORTGAGE,38000.0,NC
16981363,B,Production Technician,3 years,MORTGAGE,37500.0,VA
15840091,A,Assistant Airport Director,7 years,MORTGAGE,100000.0,VA
65548319,B,csa,10+ years,OWN,65000.0,MI
12316760,D,Product Manager,3 years,MORTGAGE,120000.0,GA
6337369,D,Caretenders ,4 years,MORTGAGE,160000.0,FL
65547509,B,Sales Manager,5 years,MORTGAGE,164000.0,SC
71189738,B,Customer Service,3 years,RENT,28000.0,IL
70350127,A,Systems Administrator,10+ years,MORTGAGE,92000.0,OR
57926118,C,Mechanic,10+ years,RENT,54000.0,IL
69545911,D,School social worker,10+ years,OWN,75000.0,MN
59409007,B,Technician,10+ years,MORTGAGE,75000.0,NV
3547027,C,Ryder Logistics,6 years,MORTGAGE,35000.0,MI
42861955,A,Foreman  pipe fitter,4 years,RENT,116000.0,WA
36054863,C,Supervisor,10+ years,MORTGAGE,49920.0,OH
65533571,A,,,MORTGAGE,55000.0,ME
59299087,G,Investigator,4 years,RENT,50000.0,MA
38458541,B,Project Interior Designer,7 years,OWN,53000.0,NC
659685,B,walgreens co,8 years,RENT,75000.0,NY
71105662,A,Manager,10+ years,MORTGAGE,125000.0,CA
521417,A,ANHEUSER BUSH SALES OF CANTON,10+ years,MORTGAGE,54000.0,OH
970648,C,Enterprise Holdings LLC,10+ years,RENT,104004.0,VA
30095131,C,Assistant Parts Manager,1 year,RENT,50000.0,AR
8156749,B,Saint-Gobain PPL,4 years,MORTGAGE,50000.0,MI
36214454,B,captain,10+ years,MORTGAGE,250000.0,FL
27079000,D,Manager,7 years,RENT,120000.0,CA
47012755,E,Resource Management Officer,10+ years,MORTGAGE,103733.0,PA
59679434,C,Support Specialist,1 year,RENT,42600.0,IN
70319561,D,Field service engineer ,< 1 year,RENT,60000.0,PA
53955091,D,electrician,8 years,OWN,80000.0,NJ
22393157,E,Director,10+ years,MORTGAGE,95000.0,NJ
1585516,C,WinCo Foods,10+ years,RENT,48000.0,CA
8616753,E,eBay ,4 years,RENT,51000.0,TX
67680900,C,Graphic Designer,10+ years,MORTGAGE,51840.0,MN
49931468,C,Supervisor Business & Admin Services,1 year,RENT,85000.0,CA
37697816,D,Appraisal Program Specialist/Trainee,1 year,OWN,55500.0,SD
49792576,B,fullfillment cooridnator,10+ years,RENT,51000.0,IL
5266814,B,Lawrence property management,10+ years,RENT,29000.0,OH
49833690,C,bartender,2 years,RENT,23500.0,NY
414262,B,L'Oreal USA,9 years,MORTGAGE,75744.0,NJ
58973528,C,Vp & General manager ,3 years,MORTGAGE,82600.0,SC
26396325,A,Unit Coordinator,6 years,MORTGAGE,32000.0,FL
20858083,C,instructor,8 years,OWN,108012.0,TX
59560769,D,,,MORTGAGE,70000.0,NY
16741575,B,PSSR parts sales,7 years,OWN,48500.0,CA
67249963,C,Production Tech,2 years,MORTGAGE,80000.0,CO
70021477,B,Lead granite installer,3 years,MORTGAGE,55000.0,TX
72368970,B,Agency Owner,3 years,MORTGAGE,80000.0,KY
48062879,D,Department Supervisor,9 years,RENT,94000.0,AZ
72707096,D,CSR,2 years,RENT,65000.0,ME
11536831,D,police officer,10+ years,MORTGAGE,130000.0,NY
51360352,B,Administration,10+ years,MORTGAGE,72000.0,TX
58723519,E,ASST MANAGER,10+ years,OWN,32000.0,FL
19896716,B,Sr account executive,< 1 year,OWN,105000.0,MD
14999138,D,Benior Produce buyer,10+ years,MORTGAGE,64000.0,MA
48831879,C,Instrument  Technician ,2 years,MORTGAGE,100000.0,TX
59639345,B,Manager,10+ years,OWN,65000.0,NY
18334120,A,Director of Human Resources,2 years,RENT,85000.0,WA
66522068,C,Dental hygienist,10+ years,MORTGAGE,125000.0,NH
49797841,D,Dispatcher,3 years,RENT,40000.0,RI
10108496,D,Table Games Supervisor,7 years,RENT,75000.0,NV
44948234,A,Supervisor,5 years,RENT,65000.0,MA
67059196,A,Registered Nurse,3 years,RENT,53000.0,MI
70230118,C,Specialist,3 years,MORTGAGE,60000.0,CO
67340373,D,Catering Guest Services Manager,10+ years,RENT,50000.0,FL
37877494,B,Project Manager,10+ years,MORTGAGE,90000.0,FL
8579113,B,Accounting Associate,2 years,RENT,37500.0,MD
48462419,A,otr truck driver,2 years,OWN,68000.0,MO
21328838,C,Director of Leasing,2 years,RENT,150000.0,CA
72218656,D,Teacher,1 year,RENT,73000.0,CA
59689446,C,Pipefitter Helper,1 year,MORTGAGE,41600.0,SC
43967494,B,CT Tech,9 years,RENT,68000.0,AZ
4059059,B,medina supply company,10+ years,MORTGAGE,65000.0,OH
7347817,C,Sendiks,3 years,OWN,11853.0,WI
53622177,B,Lending,10+ years,MORTGAGE,85000.0,MD
59740443,B,Programmer Analyst,3 years,RENT,105000.0,NY
60908672,C,tech,10+ years,RENT,100000.0,CA
54576992,B,branch manager,1 year,MORTGAGE,110000.0,CA
1721479,G,Thunderbird School of Global Management,10+ years,RENT,89131.0,AZ
65812075,E,Store Manager,4 years,MORTGAGE,56000.0,AL
70314978,B,"Medical Director, Hospitalist",5 years,MORTGAGE,370000.0,AL
18515248,D,,,OWN,30480.0,MI
7690872,B,Armani exchange,3 years,RENT,35000.0,NJ
18764790,C,Plant Operator B,< 1 year,MORTGAGE,74000.0,MA
10781885,C,Financial Aid Coordinator,10+ years,OWN,45000.0,OH
521942,C,Medin Corp,3 years,MORTGAGE,87000.0,NJ
63622964,A,,,OWN,15732.0,FL
5328345,B,Cable Company,2 years,RENT,84800.0,NY
31067007,D,SBA Procesing Specialist,7 years,RENT,55000.0,CA
68760857,A,Architect,1 year,MORTGAGE,75000.0,VA
45252459,D,Shop Foreman,< 1 year,RENT,80000.0,AZ
5481496,D,standard locknut,10+ years,MORTGAGE,45000.0,IN
