Media_manchas,Month,Year
82.8,10,1960.0
89.6,11,1960.0
85.6,12,1960.0
57.9,1,1961.0
46.1,2,1961.0
53.0,3,1961.0
61.4,4,1961.0
51.0,5,1961.0
77.4,6,1961.0
70.2,7,1961.0
55.9,8,1961.0
63.6,9,1961.0
37.7,10,1961.0
32.6,11,1961.0
40.0,12,1961.0
38.7,1,1962.0
50.3,2,1962.0
45.6,3,1962.0
46.4,4,1962.0
43.7,5,1962.0
42.0,6,1962.0
21.8,7,1962.0
21.8,8,1962.0
51.3,9,1962.0
39.5,10,1962.0
26.9,11,1962.0
23.2,12,1962.0
19.8,1,1963.0
24.4,2,1963.0
17.1,3,1963.0
29.3,4,1963.0
43.0,5,1963.0
35.9,6,1963.0
19.6,7,1963.0
33.2,8,1963.0
38.8,9,1963.0
35.3,10,1963.0
23.4,11,1963.0
14.9,12,1963.0
15.3,1,1964.0
17.7,2,1964.0
16.5,3,1964.0
8.6,4,1964.0
9.5,5,1964.0
9.1,6,1964.0
3.1,7,1964.0
9.3,8,1964.0
4.7,9,1964.0
6.1,10,1964.0
7.4,11,1964.0
15.1,12,1964.0
17.5,1,1965.0
14.2,2,1965.0
11.7,3,1965.0
6.8,4,1965.0
24.1,5,1965.0
15.9,6,1965.0
11.9,7,1965.0
8.9,8,1965.0
16.8,9,1965.0
20.1,10,1965.0
15.8,11,1965.0
17.0,12,1965.0
28.2,1,1966.0
24.4,2,1966.0
25.3,3,1966.0
48.7,4,1966.0
45.3,5,1966.0
47.7,6,1966.0
56.7,7,1966.0
51.2,8,1966.0
50.2,9,1966.0
57.2,10,1966.0
57.2,11,1966.0
70.4,12,1966.0
110.9,1,1967.0
93.6,2,1967.0
111.8,3,1967.0
69.5,4,1967.0
86.5,5,1967.0
67.3,6,1967.0
91.5,7,1967.0
107.2,8,1967.0
76.8,9,1967.0
88.2,10,1967.0
94.3,11,1967.0
126.4,12,1967.0
121.8,1,1968.0
111.9,2,1968.0
92.2,3,1968.0
81.2,4,1968.0
127.2,5,1968.0
110.3,6,1968.0
96.1,7,1968.0
109.3,8,1968.0
117.2,9,1968.0
107.7,10,1968.0
86.0,11,1968.0
109.8,12,1968.0
104.4,1,1969.0
120.5,2,1969.0
135.8,3,1969.0
106.8,4,1969.0
120.0,5,1969.0
106.0,6,1969.0
96.8,7,1969.0
98.0,8,1969.0
91.3,9,1969.0
95.7,10,1969.0
93.5,11,1969.0
97.9,12,1969.0
111.5,1,1970.0
127.8,2,1970.0
102.9,3,1970.0
109.5,4,1970.0
127.5,5,1970.0
106.8,6,1970.0
112.5,7,1970.0
93.0,8,1970.0
99.5,9,1970.0
86.6,10,1970.0
95.2,11,1970.0
83.5,12,1970.0
91.3,1,1971.0
79.0,2,1971.0
60.7,3,1971.0
71.8,4,1971.0
57.5,5,1971.0
49.8,6,1971.0
81.0,7,1971.0
61.4,8,1971.0
50.2,9,1971.0
51.7,10,1971.0
63.2,11,1971.0
82.2,12,1971.0
61.5,1,1972.0
88.4,2,1972.0
80.1,3,1972.0
63.2,4,1972.0
80.5,5,1972.0
88.0,6,1972.0
76.5,7,1972.0
76.8,8,1972.0
64.0,9,1972.0
61.3,10,1972.0
41.6,11,1972.0
45.3,12,1972.0
43.4,1,1973.0
42.9,2,1973.0
46.0,3,1973.0
57.7,4,1973.0
42.4,5,1973.0
39.5,6,1973.0
23.1,7,1973.0
25.6,8,1973.0
59.3,9,1973.0
30.7,10,1973.0
23.9,11,1973.0
23.3,12,1973.0
27.6,1,1974.0
26.0,2,1974.0
21.3,3,1974.0
40.3,4,1974.0
39.5,5,1974.0
36.0,6,1974.0
55.8,7,1974.0
33.6,8,1974.0
40.2,9,1974.0
47.1,10,1974.0
25.0,11,1974.0
20.5,12,1974.0
18.9,1,1975.0
11.5,2,1975.0
11.5,3,1975.0
5.1,4,1975.0
9.0,5,1975.0
11.4,6,1975.0
28.2,7,1975.0
39.7,8,1975.0
13.9,9,1975.0
9.1,10,1975.0
19.4,11,1975.0
7.8,12,1975.0
8.1,1,1976.0
4.3,2,1976.0
21.9,3,1976.0
18.8,4,1976.0
12.4,5,1976.0
12.2,6,1976.0
1.9,7,1976.0
16.4,8,1976.0
13.5,9,1976.0
20.6,10,1976.0
5.2,11,1976.0
15.3,12,1976.0
16.4,1,1977.0
23.1,2,1977.0
8.7,3,1977.0
12.9,4,1977.0
18.6,5,1977.0
38.5,6,1977.0
21.4,7,1977.0
30.1,8,1977.0
44.0,9,1977.0
43.8,10,1977.0
29.1,11,1977.0
43.2,12,1977.0
51.9,1,1978.0
93.6,2,1978.0
76.5,3,1978.0
99.7,4,1978.0
82.7,5,1978.0
95.1,6,1978.0
70.4,7,1978.0
58.1,8,1978.0
138.2,9,1978.0
125.1,10,1978.0
97.9,11,1978.0
122.7,12,1978.0
166.6,1,1979.0
137.5,2,1979.0
138.0,3,1979.0
101.5,4,1979.0
134.4,5,1979.0
149.5,6,1979.0
159.4,7,1979.0
142.2,8,1979.0
188.4,9,1979.0
186.2,10,1979.0
183.3,11,1979.0
176.3,12,1979.0
159.6,1,1980.0
155.0,2,1980.0
126.2,3,1980.0
164.1,4,1980.0
179.9,5,1980.0
157.3,6,1980.0
136.3,7,1980.0
135.4,8,1980.0
155.0,9,1980.0
164.7,10,1980.0
147.9,11,1980.0
174.4,12,1980.0
114.0,1,1981.0
141.3,2,1981.0
135.5,3,1981.0
156.4,4,1981.0
127.5,5,1981.0
90.0,6,1981.0
143.8,7,1981.0
158.7,8,1981.0
167.3,9,1981.0
162.4,10,1981.0
137.5,11,1981.0
150.1,12,1981.0
111.2,1,1982.0
163.6,2,1982.0
153.8,3,1982.0
122.0,4,1982.0
82.2,5,1982.0
110.4,6,1982.0
106.1,7,1982.0
107.6,8,1982.0
118.8,9,1982.0
94.7,10,1982.0
98.1,11,1982.0
127.0,12,1982.0
84.3,1,1983.0
51.0,2,1983.0
66.5,3,1983.0
80.7,4,1983.0
99.2,5,1983.0
91.1,6,1983.0
82.2,7,1983.0
71.8,8,1983.0
50.3,9,1983.0
55.8,10,1983.0
33.3,11,1983.0
33.4,12,1983.0
